ProductID,ProductionLine,Temperature,Pressure,AssemblyTime,Sensor1Reading,Sensor2Reading,Sensor3Reading,OperatorExperience,Defective
9242,LineA,60.8,47.2,172.45,0.8,0.76,0.7,7.2,0
4475,LineB,96.94,101.7,85.66,1.07,1.14,0.851870273152493,8.8,1
7677,LineB,89.71,74.11,252.07,,0.46760545489542943,0.5507040149672682,3.9,1
6389,LineC,,59.77,112.33,1.07,1.06,1.19,3.8,0
8297,LineA,91.88,119.67,54.37,1.16,0.77,0.76,6.6,1
4734,LineC,73.09,99.46,99.42,1.03,1.19,0.71,2.0,0
9956,LineB,73.32,36.28,169.99,1.14,1.26,1.14,,0
4820,LineC,76.09,76.74,204.08,0.86,1.03,0.66,9.3,0
76,LineA,76.48,69.99,138.51,1.1,0.73,1.16,2.3,0
5780,LineB,77.35,48.49,87.63,1.08,0.5239434615093367,1.31,9.0,1
7309,LineC,91.87,40.33,207.63,1.09,0.7042250826738395,1.28,8.3,1
5262,LineA,94.38,30.01,120.15,1.2,0.5690138668004624,0.76,6.5,1
5712,LineB,77.02,84.25,239.19,0.92,0.97,1.13,,0
8204,LineC,63.04,36.98,86.02,1.15,0.84,1.17,3.6,0
6493,LineA,72.75,111.88,218.73,1.11,0.87,1.04,5.4,0
5546,LineA,96.07,,260.45,0.96,1.21,0.74,3.2,0
7005,LineA,96.71,95.14,215.27,0.86,0.4394364515884759,0.82,9.7,1
7324,LineC,78.44,39.99,154.29,1.14,0.75,1.35,6.1,1
6980,LineA,,67.37,68.83,0.85,0.87,0.64,7.2,0
6404,LineB,88.65,53.59,189.22,0.568829983198082,1.24,0.8174512722170386,6.3,1
8266,LineA,65.47,102.48,286.22,0.93,1.29,1.04,1.5,1
2469,LineC,84.61,48.52,275.16,1.1,0.49014065754099234,0.63,6.2,1
8100,LineB,78.89,58.96,168.62,1.06,0.98,0.79,3.9,0
1686,LineB,73.33,72.49,221.06,0.83,1.04,1.12,3.9,0
4082,LineA,85.01,75.28,262.55,1.03,0.5690138668004624,0.6367515173059038,8.0,1
8584,LineB,76.29,111.07,90.64,1.1,0.85,1.06,5.5,0
8247,LineB,76.5,32.88,75.54,0.83,0.92,0.851870273152493,3.1,1
3618,LineC,81.29,34.24,269.23,0.88,0.98,1.1100127801683999,9.0,1
1707,LineB,97.81,92.46,120.78,0.5537283022282216,0.85,1.07,0.8,1
9661,LineB,73.46,92.75,87.26,0.99,1.02,0.79,8.6,0
2523,LineB,64.56,81.84,278.79,,0.97,0.62,0.8,1
265,LineC,71.12,52.56,222.75,1.02,1.28,0.74,6.2,0
9902,LineB,61.63,97.32,174.4,1.07,0.8,0.81,7.6,0
9210,LineC,,70.22,282.94,0.82,1.16,1.34,5.6,0
8719,LineA,64.28,,223.78,0.96,0.79,1.2,3.5,0
8277,LineC,97.17,59.07,68.97,0.5889655578245628,0.76,1.187455532273172,6.4,1
3799,LineA,78.88,107.18,181.14,1.03,1.05,0.96,5.4,0
3385,LineB,70.48,34.58,185.04,0.92,1.24,0.7227990196445394,6.5,1
7169,LineC,96.79,102.64,217.55,1.03,1.13,0.77,9.6,0
3723,LineB,79.23,45.22,68.41,,0.95,1.13,8.5,1
5642,LineA,87.51,39.32,209.33,0.51345715297526,0.78,0.99,4.7,1
5614,LineC,96.06,79.08,172.92,,1.08,0.96,2.0,0
4233,LineA,96.92,108.19,247.06,0.4278809608127166,0.76,0.66,7.9,1
4203,LineB,64.12,62.57,167.4,0.9,1.03,0.6,2.7,0
2522,LineA,,115.29,285.13,0.45808432275243777,1.07,1.1616412815715813,0.2,1
4181,LineC,75.89,56.39,265.2,1.12,1.16,0.85,,0
9660,LineB,97.67,33.25,139.73,0.40774538618623585,0.97,1.02,6.6,1
7193,LineA,70.99,59.72,269.4,0.45808432275243777,0.75,0.98,1.0,1
773,LineB,65.72,82.38,51.0,1.12,1.09,1.08,4.3,0
8790,LineA,97.33,103.02,139.52,0.6040672387944234,0.74,0.9551272759588558,6.1,1
7806,LineC,87.17,93.15,180.24,0.98,1.04,0.73,8.7,1
5970,LineB,64.14,112.71,208.4,0.97,1.05,0.78,9.2,0
788,LineA,94.56,104.37,231.42,0.93,0.86,1.16,1.5,1
4805,LineC,89.61,68.73,139.69,0.97,1.3,0.8346607726847658,2.1,1
3640,LineC,88.37,110.48,283.54,0.93,1.25,1.36,6.2,0
5120,LineA,66.38,72.71,180.49,1.0,1.29,0.84,4.6,0
3574,LineC,82.2,104.72,198.4,1.07,0.99,1.2,4.6,1
5302,LineA,94.0,96.62,160.96,0.93,1.18,0.63,3.5,0
6238,LineB,69.99,39.01,268.05,1.14,0.91,1.21,5.8,0
8068,LineB,70.8,103.44,100.76,0.5990333451378033,0.47323925555682017,1.39,1.7,1
4052,LineC,88.02,87.05,94.71,0.98,0.76,1.24,7.9,0
4177,LineA,88.63,38.11,222.45,0.4429826417825772,0.77,1.02,9.1,1
9322,LineC,85.14,72.54,259.93,0.5235249402885003,0.98,0.75,0.9,1
539,LineC,98.47,55.16,290.0,0.43794874812595697,0.5464786641548995,0.8776845238540837,1.2,1
4403,LineC,82.67,66.96,81.59,0.95,1.13,1.11,9.8,0
4514,LineA,89.42,,197.06,1.02,0.5239434615093367,0.9,8.8,1
1512,LineA,66.39,,136.26,1.09,0.94,0.91,9.5,0
1266,LineB,90.57,88.22,166.29,0.85,0.5126758601865552,1.31,4.1,1
8701,LineC,72.43,,177.36,1.05,1.23,0.67,2.1,0
9747,LineC,85.13,67.36,145.36,1.04,1.02,0.94,4.8,1
8268,LineB,69.33,94.94,76.77,0.98,1.21,1.08,1.5,1
8578,LineC,71.07,47.88,299.52,0.95,1.11,1.3,,0
9971,LineB,97.21,71.09,95.53,0.84,0.5690138668004624,1.1186175304022634,0.4,1
9200,LineA,87.45,56.96,98.92,0.43794874812595697,1.16,1.26,6.7,1
8171,LineC,93.12,44.0,120.16,0.92,1.19,0.76,9.4,0
1570,LineC,97.43,94.84,295.7,0.5738638768547022,0.5859152687846345,1.33,4.1,1
1509,LineB,87.4,83.93,213.5,0.93,1.07,1.32,7.4,0
6611,LineC,69.72,116.03,117.52,1.09,0.94,1.06,7.7,0
1664,LineC,68.01,70.96,204.95,,0.4788730562182109,0.97,0.6,1
7600,LineB,64.0,35.93,202.86,0.95,0.6366194747371509,0.76,8.3,1
1898,LineB,67.05,58.71,297.42,1.1,1.13,1.38,1.6,0
9293,LineB,67.4,41.76,265.06,0.5889655578245628,1.27,0.95,5.5,1
6703,LineC,70.07,115.83,217.17,1.08,1.01,1.12,6.6,0
2218,LineC,72.52,60.59,70.29,1.08,1.14,0.68,7.1,0
7054,LineA,79.21,97.83,175.41,0.86,0.94,0.82,,0
5068,LineB,68.99,87.35,271.45,,1.04,0.61,6.3,0
5397,LineC,,106.07,86.81,0.47318600372229835,1.02,0.95,8.2,1
2596,LineB,88.32,74.88,60.22,1.07,0.46760545489542943,0.75,7.9,1
4063,LineC,79.68,31.89,255.2,1.18,1.28,1.02,2.6,0
560,LineC,65.17,108.61,212.65,,1.29,0.8,2.1,0
9267,LineA,74.41,,91.07,1.07,0.83,1.2,6.3,0
4615,LineB,99.76,102.52,180.96,0.5889655578245628,0.7042250826738395,1.25,1.6,1
4992,LineC,74.3,32.78,244.76,1.15,0.91,1.16,8.9,0
3791,LineA,,77.76,267.61,,0.84,0.85,1.3,0
9173,LineC,88.17,52.77,72.12,0.4832537910355387,1.18,0.94,6.4,1
2247,LineC,91.81,68.63,227.31,0.4530504290958176,0.93,1.06,7.2,1
2802,LineC,78.68,88.13,74.66,0.5486944085716013,0.7098588833352303,0.5507040149672682,1.9,1
4622,LineA,79.4,91.65,75.1,0.9,1.25,0.78,6.5,0
8762,LineB,66.31,82.17,52.44,1.04,1.06,0.76,9.4,0
8314,LineC,62.19,66.48,166.45,0.9,1.0,1.39,9.0,0
8401,LineC,69.71,49.08,234.74,,0.88,0.84,9.7,1
8172,LineB,98.02,104.43,142.49,1.1,1.18,0.98954627689431,3.6,1
6816,LineB,69.39,69.75,83.36,0.91,1.04,0.9,8.3,0
4270,LineB,,84.14,156.02,1.14,1.23,1.06,5.9,1
242,LineB,99.01,76.03,184.34,0.95,0.92,1.06,7.3,0
2677,LineA,78.87,47.87,206.41,0.4480165354391974,0.6985912820124488,1.29,4.6,1
3160,LineC,93.8,41.65,152.53,1.1,1.05,0.87,2.4,1
1510,LineB,,83.93,168.57,1.15,0.75,1.15,6.1,0
2043,LineA,65.99,92.9,233.91,1.14,1.18,0.86,8.8,0
1224,LineB,60.12,118.5,125.17,0.81,0.76,0.77,7.7,0
3734,LineC,69.12,101.41,84.37,0.9,0.89,1.15,7.6,0
5073,LineC,89.64,43.62,171.17,0.51345715297526,0.7042250826738395,0.791637021515448,0.0,1
1211,LineB,74.35,75.68,204.1,1.06,0.94,0.93,5.2,0
802,LineA,88.25,35.6,212.4,0.97,0.83,0.67,1.9,1
3790,LineA,96.19,41.35,160.1,0.412779279842856,0.6591546773827138,1.29,6.4,1
6604,LineC,68.19,70.54,181.63,0.86,1.27,0.88,7.2,0
5599,LineA,94.81,105.09,166.06,0.8,0.82,1.17,2.2,0
2475,LineA,69.58,94.72,110.66,1.02,0.83,0.71,10.0,0
6203,LineB,95.11,51.27,255.04,1.19,0.89,1.27,1.0,0
5325,LineB,62.88,44.15,51.26,1.03,0.6140842720915881,0.89,1.1,1
2701,LineC,63.59,104.24,102.38,1.07,1.12,1.05,5.3,0
10000,LineA,70.29,,88.67,1.05,1.19,1.24,6.9,0
3002,LineA,79.84,,253.72,0.95,0.86,1.22,0.3,1
4107,LineA,62.08,66.78,169.5,1.13,0.91,0.64,5.8,0
1311,LineB,61.14,46.38,60.72,0.83,0.99,0.97,4.0,1
9491,LineA,93.45,49.01,143.78,1.0,0.8,0.88,7.0,1
445,LineA,66.72,63.8,73.22,0.94,0.91,0.86,,0
7694,LineA,90.1,107.55,131.99,1.14,1.09,0.94,0.7,1
405,LineC,75.02,57.59,53.32,0.593999451481183,1.17,1.01,0.3,1
8317,LineC,67.44,49.26,266.61,0.95,1.29,1.4,7.3,0
2526,LineC,79.96,103.24,181.55,0.5436605149149811,1.19,0.5851230159027224,0.7,1
925,LineB,75.7,71.94,170.35,0.86,1.18,1.37,6.5,0
8853,LineC,86.51,71.63,201.4,1.12,1.0,0.75,7.9,0
488,LineB,70.38,99.78,216.52,0.92,1.0,0.98,4.0,0
5297,LineB,81.74,43.32,175.07,0.97,0.88,1.07,5.9,0
7010,LineC,71.27,,208.27,1.2,0.89,1.35,3.1,0
2078,LineB,84.48,64.22,52.65,1.13,0.47323925555682017,0.8948940243218108,4.0,1
3804,LineA,,112.05,195.55,0.83,0.78,0.5162850140318139,3.3,1
6345,LineC,88.41,35.15,64.12,1.09,0.76,0.7572180205799938,1.3,1
653,LineA,99.31,52.21,195.93,1.09,1.21,0.85,2.5,0
9404,LineB,77.84,48.53,227.24,0.95,0.83,0.61,6.4,0
294,LineC,89.88,103.06,63.92,1.16,1.1,1.21,6.0,1
7767,LineC,80.76,44.34,287.4,,0.77,1.1788507820393086,9.8,1
924,LineA,73.61,108.61,110.72,1.08,1.24,0.96,2.9,0
8799,LineB,89.84,47.76,260.65,1.06,0.7211264846580118,1.04,8.0,1
9770,LineA,79.58,68.91,279.4,1.02,0.89,0.85,3.6,0
9347,LineA,74.21,108.69,96.92,1.17,0.9,1.24,,0
5443,LineC,73.52,104.71,121.34,1.02,0.79,0.85,9.4,0
7119,LineB,65.34,98.77,132.65,1.0,0.74,0.62,9.6,0
4041,LineB,86.33,107.34,98.18,1.07,0.91,1.33,5.7,0
9024,LineC,65.73,,285.51,0.88,0.86,1.24,7.1,0
9156,LineC,96.04,86.64,68.57,0.5235249402885003,0.84,1.0755937792329457,1.5,1
5199,LineA,68.9,117.14,295.74,1.02,0.85,0.79,,0
7227,LineA,84.03,104.43,108.73,1.19,0.84,0.93,2.8,0
4741,LineB,95.3,69.53,227.5,0.5889655578245628,0.5014082588637738,0.89,0.5,1
6831,LineB,68.9,119.18,73.86,,1.1,0.7,5.4,0
7230,LineC,91.79,63.37,112.03,1.0,0.4338026509270852,1.37,1.7,1
4796,LineC,86.4,57.39,176.16,1.1,1.28,0.72,6.8,0
9494,LineC,91.86,104.14,170.07,0.5235249402885003,0.99,1.1788507820393086,9.7,1
8882,LineA,77.65,36.93,58.16,0.5335927276017407,0.42816885026569446,0.8432655229186293,7.1,1
7701,LineC,98.41,36.81,96.99,1.14,0.91,0.9034987745556744,5.9,1
7751,LineA,98.29,46.01,167.13,0.5537283022282216,0.77,0.5765182656688589,2.6,1
6038,LineC,,51.91,60.73,0.97,0.91,0.89,0.7,1
447,LineB,72.54,100.76,138.81,1.15,0.93,0.93,4.0,0
5950,LineA,75.9,45.94,72.45,0.5386266212583609,0.97,0.5248897642656775,9.5,1
9002,LineA,70.5,44.34,79.21,1.14,1.25,1.28,9.6,0
5279,LineB,98.22,85.03,201.56,0.89,0.5464786641548995,0.9465225257249922,7.7,1
1438,LineB,71.29,58.11,115.02,0.99,0.88,0.6023325163704495,0.8,1
4117,LineC,71.24,96.79,277.18,1.17,0.87,1.11,3.8,0
8432,LineB,65.03,57.29,74.79,0.81,0.96,1.34,7.3,0
8000,LineB,61.18,52.57,254.04,0.98,0.95,0.67,2.8,0
3628,LineB,76.67,107.88,105.33,1.07,1.11,1.02,6.8,0
3556,LineA,91.52,93.09,215.41,0.87,0.95,1.0325700280636279,0.7,1
6650,LineA,88.95,115.91,267.57,1.19,1.07,1.09,,0
9214,LineB,60.4,53.4,202.31,0.95,1.12,0.79,9.0,0
5423,LineB,62.25,35.25,76.93,1.06,1.17,1.16,8.3,0
3499,LineA,65.57,66.18,287.75,0.96,1.0,1.16,6.4,0
6557,LineC,74.61,48.36,192.25,1.0,1.07,0.7,7.4,1
5973,LineC,72.54,40.51,107.32,1.01,0.75,1.01,4.1,0
1265,LineB,86.45,42.06,114.8,0.9,1.03,1.1014080299345363,5.6,1
968,LineC,,61.34,162.69,0.9,0.82,0.8862892740879472,4.8,1
3603,LineC,92.48,50.58,177.38,0.96,1.19,0.64,2.0,0
9718,LineC,66.39,91.95,139.27,0.88,0.89,0.63,0.5,0
2948,LineA,60.53,74.65,155.99,0.86,0.75,1.05,2.1,0
3951,LineB,84.39,105.17,99.26,0.93,1.18,0.9379177754911286,2.1,1
855,LineC,74.08,42.3,241.55,0.5839316641679426,0.7211264846580118,0.7486132703461301,2.1,1
2022,LineA,67.94,86.45,154.9,0.95,1.22,0.61,4.4,0
8901,LineA,63.32,117.05,111.3,0.84,0.81,1.1,3.6,0
3873,LineB,67.57,82.62,230.33,0.4429826417825772,0.5408448634935088,1.0583842787652185,0.3,1
7509,LineB,90.52,70.62,87.18,1.11,0.76,0.75,6.3,1
1187,LineA,83.5,,231.02,1.16,0.81,0.8,2.4,0
7682,LineB,86.71,45.63,274.57,0.5486944085716013,1.12,1.15,,1
7211,LineC,75.8,52.88,277.76,1.15,0.87,1.17,5.2,0
2698,LineB,78.47,98.27,216.94,1.17,1.26,1.14,0.1,0
7016,LineC,,48.74,160.03,0.89,1.18,0.61,6.1,0
4993,LineA,90.21,112.87,105.29,0.5839316641679426,0.7267602853194025,1.28,1.1,1
6411,LineC,83.64,97.23,218.56,0.94,0.81,0.62,8.0,0
156,LineB,93.82,70.39,76.23,0.83,1.1,0.99,4.7,0
522,LineB,99.65,103.32,182.6,0.88,0.95,1.17,7.9,1
7038,LineC,69.17,105.49,263.39,0.94,0.72,0.98,1.8,1
6195,LineC,65.7,96.48,260.15,0.98,0.76,1.24,6.6,0
5905,LineB,94.02,66.05,296.17,1.14,0.4845068568796016,0.82,0.9,1
2753,LineA,72.55,80.27,152.08,0.47318600372229835,1.03,1.3,1.5,1
8594,LineB,67.7,119.49,185.96,0.97,0.8,1.21,9.7,0
4588,LineC,82.64,62.08,146.99,1.14,0.96,0.96,1.4,1
8230,LineA,91.71,116.47,54.06,1.16,0.5070420595251645,0.9207082750234015,5.0,1
3712,LineB,99.1,84.56,244.27,0.6040672387944234,1.06,0.6883800187090853,2.8,1
3542,LineB,69.0,93.7,83.9,0.98,0.94,0.593727766136586,1.3,1
9498,LineB,64.07,42.59,92.15,0.5235249402885003,0.4845068568796016,0.61,0.5,1
2877,LineA,88.72,112.02,180.16,1.14,1.26,0.67,8.8,0
7153,LineB,80.93,42.69,79.72,1.11,0.95,0.83,3.6,0
8058,LineB,77.12,86.21,269.14,0.91,0.96,1.27,4.9,0
4618,LineB,90.94,51.06,65.96,0.88,0.77,0.94,7.9,1
975,LineC,94.24,68.95,145.9,0.89,0.95,0.8776845238540837,5.0,1
5792,LineA,84.47,78.09,81.85,0.95,1.05,1.08,0.2,1
3825,LineC,65.3,,284.48,1.04,0.89,0.7,9.0,0
3517,LineC,95.38,43.82,286.18,1.06,1.19,0.95,3.6,0
6436,LineB,75.89,57.89,85.34,,1.21,1.33,5.6,0
7711,LineB,67.31,93.27,224.59,1.02,1.04,1.34,5.6,0
5719,LineC,87.69,64.91,127.65,0.98,1.1,1.24,3.2,1
4778,LineA,79.67,57.23,275.75,1.17,0.8,0.78,9.2,0
5064,LineC,85.05,66.75,294.98,0.5084232593186397,0.72,1.13,1.6,1
757,LineA,96.23,47.98,57.73,0.92,1.04,0.6109372666043131,0.7,1
4896,LineA,84.44,35.02,118.56,0.40774538618623585,0.5802814681232438,0.5679135154349954,2.6,1
8059,LineB,76.29,104.15,254.15,0.86,0.597182870107416,0.85,1.6,1
9760,LineB,60.52,100.54,223.51,0.81,1.13,0.61,6.9,0
8431,LineC,84.83,104.28,245.0,0.568829983198082,0.6535208767213231,1.28,8.8,1
5931,LineC,92.12,113.75,170.86,1.02,0.88,0.86,9.5,0
5396,LineB,78.92,105.25,259.78,0.81,0.75,1.3,5.0,0
4646,LineA,83.44,64.84,290.34,1.09,1.19,0.91,4.9,1
3851,LineA,80.04,67.49,190.74,1.02,0.82,1.4,0.8,0
502,LineB,81.09,108.74,276.81,0.98,0.91,0.63,7.1,0
2601,LineB,77.64,87.14,138.47,1.18,0.73,1.3,,0
9792,LineA,75.42,80.94,215.02,1.08,1.29,1.2,5.2,0
9039,LineB,65.01,65.65,56.82,0.97,1.14,0.88,4.9,0
4356,LineB,,67.69,158.52,1.01,0.99,0.61,8.8,0
2250,LineC,75.1,77.73,257.28,1.12,0.96,1.38,2.1,0
1355,LineC,73.85,118.02,105.59,,1.17,0.71,8.3,0
4422,LineA,60.8,118.06,293.04,1.04,1.19,1.29,8.2,0
2283,LineA,90.22,57.13,191.11,0.91,1.12,1.37,4.1,0
450,LineB,73.06,46.09,264.73,0.87,0.74,0.93,7.4,0
6838,LineC,96.05,,56.75,1.15,1.2,0.9723367764265828,7.1,1
2212,LineC,99.57,73.14,239.93,0.91,0.5859152687846345,0.5248897642656775,5.9,1
2334,LineC,87.19,111.94,122.56,0.4480165354391974,0.46760545489542943,0.8002417717493115,,1
4782,LineB,69.06,44.38,274.39,0.83,1.2,0.9207082750234015,6.8,1
7008,LineA,62.87,109.68,106.49,1.08,0.91,0.81,7.0,0
9907,LineC,89.56,99.0,56.61,1.03,1.11,0.64,2.8,0
1789,LineB,,75.78,241.1,0.93,0.89,0.72,8.0,0
5188,LineB,86.26,67.71,261.57,0.81,0.77,0.78,7.1,1
9712,LineA,90.05,62.81,99.05,0.99,0.5746476674618531,0.86,5.6,1
7541,LineC,93.66,74.13,248.34,,0.5126758601865552,0.94,1.9,1
2150,LineC,65.59,48.44,278.8,1.07,1.04,0.87,3.1,0
7077,LineA,93.79,61.73,89.49,0.81,1.24,0.76,8.2,0
9224,LineA,63.61,81.41,222.56,0.86,1.09,1.19,6.8,0
2501,LineA,71.56,34.93,227.95,,0.97,0.99,4.9,0
4169,LineC,68.41,49.47,273.72,0.92,0.94,1.2,8.7,0
4274,LineA,90.51,47.97,196.17,0.98,0.4788730562182109,0.87,6.7,1
790,LineB,89.15,41.91,134.59,0.5486944085716013,0.78,0.6453562675397674,2.7,1
7800,LineC,91.63,,159.89,0.43794874812595697,1.24,1.02,8.3,1
1176,LineA,74.03,,182.97,0.96,0.73,1.2,5.3,0
467,LineC,81.86,105.64,61.73,0.99,0.46760545489542943,0.6367515173059038,8.3,1
3024,LineB,97.34,77.04,131.6,1.03,0.88,1.08,6.9,0
4248,LineC,72.23,36.7,295.71,0.87,0.72,1.12,0.4,0
9092,LineA,77.59,51.86,145.22,1.02,1.19,0.81,0.1,0
8929,LineA,66.21,111.71,200.59,1.17,0.71,0.61,9.5,0
1884,LineB,98.17,99.94,282.33,0.89,0.5633800661390717,0.6367515173059038,2.9,1
2829,LineA,82.68,113.77,66.12,0.99,0.5408448634935088,1.39,3.1,1
6544,LineA,61.63,103.3,66.99,0.93,0.73,1.36,5.0,0
7949,LineB,81.23,100.94,163.21,0.87,1.02,1.17,3.3,0
6941,LineB,83.35,37.46,196.59,0.98,1.12,1.21,5.6,0
1587,LineB,67.52,105.73,97.67,0.92,1.23,0.86,0.9,0
662,LineA,80.55,,113.74,0.98,0.4394364515884759,1.34,2.5,1
3095,LineC,98.66,53.0,217.0,0.5587621958848418,1.05,0.63,1.2,1
7855,LineA,73.91,116.76,295.03,1.16,0.71,1.29,,0
6370,LineA,96.57,96.36,291.19,0.94,1.16,0.72,7.8,0
8101,LineB,86.31,51.35,182.55,0.84,1.06,1.22,9.1,0
7774,LineB,71.25,,153.58,1.07,1.13,0.75,6.3,0
9154,LineA,90.32,115.42,67.14,0.81,1.04,0.75,,0
1574,LineC,92.67,99.72,227.89,1.05,1.01,1.01,7.7,0
5046,LineC,67.88,87.05,110.05,0.82,1.16,1.01,4.6,0
629,LineA,98.08,103.79,154.54,1.13,0.6197180727529789,0.9809415266604463,6.3,1
4538,LineB,70.62,,63.61,1.08,1.28,0.83,7.3,0
7373,LineC,96.8,48.16,112.35,0.9,1.26,1.32,8.6,1
6516,LineB,,103.75,293.5,1.0,1.11,0.82,4.5,0
4840,LineB,86.01,,153.2,1.02,0.73,1.1960602825070354,7.3,1
8875,LineB,90.86,38.0,170.77,0.89,0.97,0.6195420168381767,4.2,1
3033,LineA,62.61,54.51,62.0,1.07,1.01,0.82,8.2,0
656,LineA,67.43,80.98,184.33,0.99,1.0,1.29,7.6,0
169,LineA,96.73,57.85,181.81,1.09,1.15,1.05,5.9,1
3278,LineA,93.58,,112.23,1.01,0.8,1.1702460318054448,1.4,1
8931,LineA,96.3,31.29,220.92,0.5839316641679426,1.2,0.9,6.2,1
2992,LineA,79.49,83.04,216.97,0.85,0.83,1.1,4.1,0
4413,LineB,77.19,46.42,70.26,1.09,0.78,1.0,8.3,0
3351,LineB,80.99,98.44,218.09,0.86,1.09,0.67,7.1,0
1479,LineC,94.78,31.14,280.39,0.97,0.7042250826738395,0.6883800187090853,3.4,1
9739,LineB,97.72,42.64,119.86,1.03,0.6422532753985416,0.68,,1
4254,LineB,,65.01,104.76,0.88,1.26,1.07,5.3,0
9887,LineB,88.52,31.75,94.31,0.9,0.83,1.28,0.6,1
955,LineA,92.08,32.17,167.59,0.82,0.92,0.98,0.2,1
7053,LineB,64.35,96.23,114.87,,0.98,0.96,3.6,0
1901,LineA,63.46,79.44,127.81,0.93,1.26,1.21,5.3,0
2986,LineC,66.14,72.38,162.51,1.01,0.97,1.18,7.9,0
4748,LineA,76.72,111.71,280.03,0.5184910466318802,1.16,0.731403769878403,1.2,1
4005,LineC,95.83,78.41,219.58,1.17,1.04,1.204665032740899,2.1,1
3927,LineB,83.62,95.7,242.43,1.13,0.72,1.09,8.2,0
3464,LineC,61.62,30.2,212.58,1.03,0.72,0.61,4.4,0
1276,LineA,94.91,83.66,81.73,1.09,0.92,1.15,7.1,0
6897,LineA,62.82,34.71,69.0,0.95,0.71,0.89,8.9,0
8426,LineA,78.41,85.06,254.37,0.93,1.05,0.88,4.5,0
8567,LineC,94.56,31.22,194.95,1.15,1.09,0.91,3.6,0
3875,LineC,99.48,69.37,135.94,0.412779279842856,0.5070420595251645,0.77,4.2,1
4971,LineB,87.29,57.5,66.55,0.5990333451378033,1.3,0.6195420168381767,9.0,1
4387,LineC,75.46,74.77,129.46,1.07,0.86,1.22,9.6,0
800,LineA,92.41,71.91,197.29,1.07,1.21,1.1960602825070354,7.1,1
3563,LineC,,60.58,284.02,0.91,0.6028166707688067,1.01,1.9,1
1026,LineC,64.61,81.6,281.42,0.95,1.11,0.89,3.8,0
8854,LineC,68.71,105.53,282.49,0.5889655578245628,0.4788730562182109,1.1702460318054448,1.3,1
8057,LineC,98.54,90.82,289.45,0.5637960895414619,0.91,0.83,4.3,1
1780,LineA,63.52,70.52,50.64,1.2,1.17,1.1,9.4,0
7380,LineB,70.67,116.02,85.31,1.11,0.7,0.62,,0
9874,LineB,63.86,48.77,187.68,0.5436605149149811,1.03,1.21,3.7,1
6966,LineC,81.85,106.37,283.02,0.5587621958848418,0.6760560793668859,1.35,2.9,1
86,LineB,67.98,111.98,214.86,,1.22,1.23,5.6,0
6094,LineC,63.02,68.21,199.45,0.5285588339451205,0.94,0.7572180205799938,1.9,1
8123,LineA,61.5,50.35,158.49,0.92,1.15,1.03,0.8,0
406,LineC,73.7,97.0,73.56,1.13,0.95,1.3,7.2,0
9300,LineA,82.03,113.84,186.93,1.04,0.86,1.28,5.8,0
682,LineA,94.98,31.19,145.21,1.2,1.05,0.9551272759588558,6.8,1
1249,LineA,70.37,103.11,130.42,1.03,0.86,1.22,3.0,0
2454,LineA,95.37,91.07,294.83,0.98,0.77,1.0928032797006728,8.0,1
7421,LineA,82.18,107.02,289.98,0.85,1.07,1.27,0.1,1
8186,LineC,85.07,89.27,245.11,0.97,0.8,0.96,8.0,1
408,LineA,90.35,91.56,179.95,1.11,1.16,1.29,4.1,0
7542,LineA,78.36,46.33,99.82,0.4278809608127166,0.98,0.8260560224509023,3.0,1
5632,LineC,65.78,84.37,194.52,0.91,0.94,0.65,2.8,0
2762,LineC,61.43,103.25,228.84,1.03,1.13,0.69,9.5,0
368,LineA,75.81,105.12,113.27,1.15,0.91,1.01,6.6,0
7052,LineA,64.95,119.25,66.68,1.12,1.3,1.01,0.8,0
6178,LineA,90.3,116.44,280.95,1.1,0.72,0.98,2.0,0
6121,LineA,71.38,65.09,106.06,1.12,1.23,0.97,8.3,0
1548,LineC,84.76,97.07,125.96,0.93,0.79,1.28,3.2,0
94,LineB,98.31,78.98,230.27,0.412779279842856,0.88,0.74,7.8,1
5083,LineC,83.74,71.51,117.43,1.01,0.49014065754099234,0.8948940243218108,0.9,1
3943,LineB,77.18,84.27,294.93,1.2,1.02,0.74,3.7,0
8375,LineA,67.03,64.31,185.92,0.86,1.12,0.75,9.3,0
5765,LineB,60.99,83.39,192.61,1.1,1.1,0.88,9.3,0
6415,LineC,71.73,42.35,279.33,0.95,0.83,0.72,5.0,0
4649,LineC,99.92,73.77,245.37,0.9,0.86,1.14,0.6,1
7818,LineA,71.76,44.1,52.85,0.93,1.01,0.74,0.4,0
1946,LineB,70.18,118.24,84.24,1.18,1.2,1.17,2.3,0
8888,LineA,62.89,52.38,211.41,0.85,1.07,0.8776845238540837,1.6,1
3280,LineB,91.67,,197.33,0.89,0.91,0.5507040149672682,4.7,1
4397,LineB,84.06,39.6,199.75,0.89,1.12,0.7658227708138573,6.8,1
8139,LineC,72.29,65.12,204.31,0.9,1.08,0.85,4.1,0
4592,LineC,74.26,91.22,215.14,1.12,0.72,0.98,0.7,1
5581,LineC,67.85,77.53,208.06,1.17,1.01,0.76,5.3,0
245,LineC,95.73,42.2,293.51,1.05,0.91,1.21,,1
7431,LineC,75.45,118.46,168.75,1.12,0.8,0.69,6.6,0
8418,LineB,87.85,105.63,284.9,0.4530504290958176,0.99,0.6367515173059038,1.1,1
